text;emotion
i dont want flowers or candy but the kind of guy that knows i like thinly sliced limes in my mineral water because it makes me feel glamorous and is humored by how pretentious that is;joy
i feel unprotected a class post count link href http reprogramming in process;sadness
i always feel really confident of my life and my choices when i go home;joy
i was feeling more and more frustrated with each session he attended;anger
i feel like in the last year especially i ve gone from a girl to a woman and despite how hesitant i have always been about getting older next year i will be twenty four i am surprised at how pleased i am to have done so;fear
i feel attacked or insulted it is helpful to realize that the idea of attack is alive and well in my own mind;anger
ive missed that feeling and ive missed being there and ive missed having something to work towards that keeps my focus on me and keeps it off of my phone and the potential trouble it can get me in;sadness
im feeling a bit uncomfortable with myself too;fear
i know that i have it nowhere near as worse as my brethren overseas but right now i feel like im being physically emotionally and spiritually assaulted;fear
i am feeling so reluctant and overwhelmed i try to think of the alternative abandoning that dream;fear
i usually like sam but sometimes he gets downright whiny and i ll admit that all the mistakes he made due to sibling rivalry and pride that eventually led to the end of season kind of made me feel less tragic about the whole thing;sadness
i hope shes feeling generous today and treat me to japanese food or something haha have a great day;joy
i am feeling a bit offended;anger
i offend easily when i feel my intelligence is insulted;anger
i always feel a bit awkward when i comment on someone s blog because i invariably go on rabbit trails and feel as though i ve been overstepping myself so i d like to tell you if you find yourself feeling the same way that i do not mind in the slightest;sadness
i feel like we may be coming to the point in the tv series where the show is incredibly popular but sadly the writers are coming to the end of their story lines and soon there will be nothing left to keep the plot a float;joy
i was entertaining myself with this memory while at the same time feeling like that guy in that movie dazed and confused who says i just keep on getin older and the girls stay the same age;surprise
